"title","mail","summary"
"Gjennomføring av ny policy","Som du kanskje har hørt, implementerer vi en ny policy fra neste måned. Vedlagt finner du detaljene i policyen. Vennligst ta deg tid til å gjennomgå den og gi tilbakemelding hvis det er noe du lurer på.","Implementering av ny policy"
"Invitasjon til møte","Vi ønsker å invitere deg til et møte neste uke for å diskutere de siste fremskrittene i prosjektet. Vennligst bekreft om du kan delta og la oss vite hvis du har noen spørsmål eller bekymringer.","Invitasjon til møte om prosjektprogresjon"
"Ferieplanlegging","Sommerferien nærmer seg og vi vil minne alle om å legge inn sine ferieplaner i systemet så snart som mulig. Hvis du har noen spørsmål eller problemer med å planlegge ferien, ikke nøl med å kontakte HR-avdelingen.","Planlegging av sommerferie"
"Angående nye rutiner for telefonsamtaler","Hei alle sammen. Jeg vil informere dere om at vi har nye rutiner for telefonsamtaler som gjelder fra i dag. Vennligst se vedlagte dokument for detaljer.","Informasjon om nye rutiner for telefonsamtaler."
"Endringer i arbeidstiden","Hei, jeg vil gjerne informere dere om at arbeidstiden vil bli endret fra og med neste uke. Vi vil starte en time tidligere og avslutte en time tidligere. Vennligst gi beskjed hvis det er noen problemer.","Endringer i arbeidstiden."
"Oppdatering på prosjektstatus","Hei, jeg vil gi dere en oppdatering på prosjektstatusen. Vi ligger litt etter tidsplanen, men vi jobber hardt for å ta igjen det tapte. Vennligst se vedlagte dokument for mer detaljer.","Oppdatering på prosjektstatus."
"Invitasjon til å delta i medarbeiderundersøkelse","Kjære medarbeidere, vi ønsker å få tilbakemeldinger fra dere for å kunne forbedre arbeidsmiljøet. Vennligst ta deg tid til å delta i vår medarbeiderundersøkelse. Link til undersøkelsen er vedlagt.","Invitasjon til å delta i medarbeiderundersøkelse."
"Tilbakekalling av produkt","Kjære kunder, vi ønsker å informere dere om at vi har tilbakekalt et parti av vårt produkt på grunn av en mulig sikkerhetsrisiko. Vi beklager ulempene dette kan medføre og vi vil sørge for at produktet erstattes eller refunderes. Vennligst se vedlagte dokument for mer informasjon.","Tilbakekalling av produkt."
"Fôring av hund","Hei! Kunne du vært så snill å mate hunden min mens jeg er borte i helgen?","Forespørsel om å mate hund i helgen"
"Søknad om adopsjon","Hei, jeg ønsker å søke om adopsjon av en katt fra ditt dyrehjem. Kan du gi meg informasjon om prosessen og hvilke katter som er tilgjengelige for adopsjon?","Søknad om adopsjon av katt"
"Trening av hund","Hei! Jeg lurer på om du kan hjelpe meg med å trene hunden min? Han har noen adferdsproblemer som jeg trenger hjelp med.","Forespørsel om hjelp med trening av hund"
"Dyrehelseforsikring","Hei, jeg er interessert i å kjøpe en dyrehelseforsikring for min katt. Kan du gi meg informasjon om hvilke planer som er tilgjengelige og hva som dekker?","Forespørsel om informasjon om dyrehelseforsikring"
"Vetrinærtime","Hei, jeg trenger å bestille en time hos veterinæren for min hund. Han har hatt noen helseproblemer i det siste, og jeg vil få ham sjekket opp. Kan du hjelpe meg å sette opp en time?","Forespørsel om veterinærtime for hund"
"Møtepåminnelse","Hei Team, Bare en rask påminnelse om at vi har et møte planlagt for i morgen kl. 10 i konferanserommet. Vennligst vær forberedt med eventuelle oppdateringer eller spørsmål du måtte ha. Ser frem til å se dere alle der!","Møtepåminnelse for møtet i konferanserommet i morgen kl. 10."
"Prosjektoppdatering","Hei alle sammen, Bare ville gi en rask oppdatering på prosjektet vi jobber med. Vi har gjort god fremgang så langt, og vi ligger i rute for å møte vår tidsfrist. Imidlertid er det noen mindre problemer som må adresseres, som jeg vil diskutere mer detaljert under vårt neste møte. Fortsett det gode arbeidet!","Oppdatering på prosjektet med god fremgang, men mindre problemer å diskutere i neste møte."
"Ferieforespørsel","Hei sjef, Jeg ønsket å be om litt tid av for ferie. Jeg vil gjerne ta uken fra 10. mai av, hvis mulig. Jeg har allerede ordnet dekning i løpet av den tiden, så det bør ikke forårsake noen problemer for teamet. Vennligst gi meg beskjed om dette fungerer for deg.","Ferieforespørsel for uken fra 10. mai med dekning arrangert."
"Fakturabetalingspåminnelse","Hei, Dette er en vennlig påminnelse om at vi har en utestående faktura som nå er forfalt. Vi ber om at du gjør betalingen så snart som mulig for å unngå ytterligere forsinkelsesavgifter eller straff. Vennligst gi oss beskjed hvis det er noen problemer eller bekymringer som vi kan hjelpe med.","Påminnelse om betaling for en utestående faktura som er forfalt."
"Ny produktlansering","Hei alle sammen, Jeg er glad for å kunngjøre lanseringen av vår nye produktlinje! Vi har jobbet hardt med dette i måneder, og jeg tror du alle vil bli imponert over resultatene. Vennligst se på brosjyren som er vedlagt for mer informasjon, og gi meg beskjed hvis du har noen spørsmål eller tilbakemeldinger. Takk!","Kunngjøring av en ny produktlansering med en vedlagt brosjyre for mer informasjon."
"Endring i møtetid","Hei alle sammen, Jeg vil informere deg om en endring i møtetiden for det planlagte møtet i morgen. Det vil nå starte kl. 11 i stedet for kl. 10. Beklager for eventuelle ulemper dette kan forårsake, og vennligst la meg få vite hvis dette påvirker din tilstedeværelse på møtet. Takk for din forståelse.","Endring i møtetid fra kl. 10 til kl. 11 for det planlagte møtet i morgen."
"Oppdatering av arbeidstidsplanen","Hei alle sammen, Jeg vil informere deg om en oppdatering i arbeidstidsplanen vår. Fra og med neste uke vil vi nå starte kl. 9 i stedet for kl. 8. Vennligst la meg vite hvis dette påvirker deg eller teamet ditt på noen måte. Takk for din forståelse.","Oppdatering av arbeidstidsplanen fra kl. 8 til kl. 9 fra og med neste uke."
"Endring av møtelokasjon","Hei teamet, Jeg vil informere deg om en endring i møtelokasjonen for det planlagte møtet i morgen. Vi vil nå møtes i rom 302 i stedet for rom 301. Vennligst la meg få vite hvis dette påvirker deg på noen måte. Takk for din forståelse.","Endring i møtelokasjon fra rom 301 til rom 302 for det planlagte møtet i morgen."
"Endring i faktureringsprosessen","Hei, Jeg vil informere deg om en endring i faktureringsprosessen vår. Fra og med neste måned vil vi nå sende ut fakturaer elektronisk i stedet for å sende dem med posten. Vennligst la oss få vite hvis du har noen spørsmål eller bekymringer. Takk for din forståelse.","Endring i faktureringsprosessen fra papirbaserte fakturaer til elektroniske fakturaer fra neste måned."
"Endring i markedsføringsstrategien","Hei teamet, Jeg vil informere deg om en endring i markedsføringsstrategien vår. Vi vil nå fokusere mer på digitale annonser i stedet for trykte annonser. Jeg vil gi mer informasjon om dette på vårt neste møte. Takk for din forståelse.","Endring i markedsføringsstrategien for å fokusere mer på digitale annonser i stedet for trykte annonser."
"Endring i treningstidspunkt","Hei alle sammen, Jeg vil informere deg om en endring i treningstidspunktet for neste uke. Vi vil nå starte treningen kl. 17 i stedet for kl. 16. Vennligst la meg få vite hvis dette påvirker din tilstedeværelse på treningen. Takk for din forståelse.","Endring i treningstidspunkt fra kl. 16 til kl. 17 for neste uke."
"Oppdatering av kampdato","Hei laget, Jeg vil informere deg om en oppdatering i kampdatoen vår. Kampen som var planlagt til neste helg, vil nå spilles neste måned på grunn av en planleggingskonflikt. Vennligst la meg vite hvis dette påvirker deg eller teamet ditt på noen måte. Takk for din forståelse.","Oppdatering av kampdato fra neste helg til neste måned på grunn av planleggingskonflikt."
"Endring av spillerposisjoner","Hei teamet, Jeg vil informere deg om en endring i spillerposisjonene for neste kamp. Vennligst se på den vedlagte listen for å se hvilken posisjon du vil spille i neste kamp. Hvis det er noen problemer eller bekymringer, vennligst la meg vite. Takk for din forståelse.","Endring av spillerposisjoner for neste kamp med en vedlagt liste."
"Endring i stadionplassering","Hei alle sammen, Jeg vil informere deg om en endring i stadionplasseringen for neste kamp. Vi vil nå spille på bortebane i stedet for hjemmebane på grunn av en endring i kampoppsettet. Vennligst la meg vite hvis dette påvirker deg på noen måte. Takk for din forståelse.","Endring i stadionplassering fra hjemmebane til bortebane for neste kamp på grunn av en endring i kampoppsettet."
"Ny sponsoravtale","Hei laget, Jeg vil informere deg om en ny sponsoravtale vi har inngått med et lokalt firma. Som en del av avtalen vil vi motta nye uniformer for teamet vårt. Jeg vil gi mer informasjon om dette på vårt neste møte. Takk for din forståelse.","Kunngjøring av en ny sponsoravtale med en lokal bedrift som inkluderer nye uniformer for teamet."
"Endring i arbeidstidsplanen","Hei alle sammen, Jeg vil informere deg om en endring i arbeidstidsplanen vår. Fra og med neste uke vil vi nå ha fleksibel arbeidstid i stedet for faste arbeidstider. Vennligst se på den vedlagte planen for mer informasjon og la meg få vite hvis du har noen spørsmål eller bekymringer. Takk for din forståelse.","Endring i arbeidstidsplanen fra faste arbeidstider til fleksibel arbeidstid fra og med neste uke med en vedlagt plan."
"Oppdatering på prosjektstatus","Hei alle sammen, Jeg vil gi en rask oppdatering på prosjektstatusen vår. Vi har gjort god fremgang så langt og ligger i rute for å møte vår tidsfrist. Imidlertid har det oppstått noen mindre problemer som må adresseres, og jeg vil diskutere dette mer detaljert på vårt neste møte. Takk for ditt harde arbeid så langt!","Oppdatering på prosjektstatus med god fremgang  men noen mindre problemer som må adresseres på vårt neste møte.,"
"Nye retningslinjer for sykdomsfravær","Hei teamet, Jeg vil informere deg om noen nye retningslinjer for sykdomsfravær. Fra og med nå vil vi kreve en legeerklæring for alle sykemeldinger som varer i mer enn 3 dager. Dette vil hjelpe oss med å sikre at vi har tilstrekkelig dekning for teamet vårt. Takk for din forståelse.","Nye retningslinjer for sykdomsfravær som krever en legeerklæring for alle sykemeldinger som varer i mer enn 3 dager."
"Endring av jobbtittel","Hei, Jeg vil informere deg om en endring i jobbtittelen din. Fra og med nå vil din nye jobbtittel være Senior Utvikler i stedet for Utvikler. Vennligst la meg få vite hvis du har noen spørsmål eller bekymringer. Gratulerer med forfremmelsen din!", Endring i jobbtittel fra Utvikler til Senior Utvikler med en gratulasjon for forfremmelsen.
"Kunngjøring av nyansettelser","Hei teamet, Jeg vil informere deg om noen nye ansatte som har blitt med i teamet vårt. Vennligst se på den vedlagte listen for å se hvem som er de nye tilskuddene og hvilke roller de vil spille. Gi dem en varm velkomst når du ser dem. Takk!", Kunngjøring av nye ansatte med en vedlagt liste for å se hvem som er de nye tilskuddene og hvilke roller de vil spille.
"Påminnelse om betaling","Hei, dette er en påminnelse om at betalingen for fakturaen din ennå ikke er mottatt. Vennligst betal så snart som mulig for å unngå ytterligere forsinkelser.","Dette er en påminnelse om betaling for en utestående faktura som ikke har blitt mottatt ennå."
"Invitasjon til produktlansering","Vi vil gjerne invitere deg til vår kommende produktlansering som vil finne sted neste uke. Vi vil gjerne presentere vårt nye produkt og dele vår visjon for fremtiden. Vi håper du vil være med oss!","Dette er en invitasjon til produktlanseringen vår neste uke, der vi vil presentere vårt nye produkt og dele vår visjon for fremtiden."
"Endring i arbeidstid","Hei alle sammen, vi ønsker å informere dere om en endring i arbeidstiden vår fra og med neste uke. Vi vil nå begynne en time tidligere og avslutte en time tidligere på ettermiddagen. Vennligst juster timeplanene deres i henhold til denne endringen.","Dette er en melding om en endring i arbeidstiden vår fra og med neste uke, der vi vil begynne en time tidligere og avslutte en time tidligere på ettermiddagen."
"Tilbakemelding på produktet ditt","Hei, takk for at du valgte vårt produkt. Vi vil gjerne høre dine tilbakemeldinger på produktet, og vi setter pris på enhver kommentar eller bekymring du måtte ha. Vennligst la oss få vite hva du synes om produktet vårt!","Dette er en forespørsel om tilbakemelding på produktet du har kjøpt fra oss. Vi setter pris på enhver kommentar eller bekymring du måtte ha."
"Bekreftelse på møtetidspunkt","Hei, vi ønsker å bekrefte møtet vårt neste uke. Vi vil møtes på kontoret vårt kl. 14:00. Vennligst la oss få vite hvis du har noen bekymringer eller trenger å endre tidspunktet.","Dette er en bekreftelse på møtetidspunktet vårt neste uke, der vi vil møtes på kontoret vårt kl. 14:00."
"Endring av kontortid under pandemien","Hei, på grunn av den nåværende pandemien har vi bestemt oss for å endre kontortidene våre midlertidig. Vi vil nå ha begrensede åpningstider fra 10:00 til 15:00. Vi vil fortsatt være tilgjengelige via e-post og telefon for å hjelpe deg med dine spørsmål og bekymringer.","Dette er en melding om midlertidig endring av kontortidene våre på grunn av den nåværende pandemien."
"Støtte til ansatte under pandemien","Hei alle sammen, vi vil gjerne gi dere beskjed om at vi forstår at det kan være utfordrende å jobbe under disse pandemi-tidene. Vi vil tilby støtte til alle ansatte som trenger det, inkludert tilpassede timeplaner og hjemmekontoralternativer. Vennligst kontakt oss hvis du trenger hjelp eller har spørsmål.","Dette er en melding om støtte til ansatte som jobber under pandemien, inkludert tilpassede timeplaner og hjemmekontoralternativer."
